Name,Price
Dell Vostro 3520 I3-1215U (6 cores) 8GB RAM/512GB SSD/15.6 Display,"Rs. 55,000"
Lenovo IdeaPad 1 15AMN7 (AMD Ryzen 5 7520U Processor | 8GB RAM | 512GB SSD | AMD Radeon 610M Graphics Card | 15.6-inch FHD (1920 x 1080) IPS Display | 1 Year Warranty),"Rs. 59,000"
"Acer Aspire 3 Ryzen5 7000Series 8GB 512GB 15.6""inch FHD display","Rs. 57,000"
Lenovo Thinbook 14 G-4/i5-1235U Processor/16GB RAM/512GB SSD/14 inch/ FHD,"Rs. 78,650"
Asus Vivobook 14 | Core i3-12th Gen | 8 GB RAM | 256 GB SSD | 14″ FHD Display | Magic Numpad,"Rs. 53,500"
"ASUS 14"" FHD Laptop, Intel Celeron N4500, 4GB RAM, 64+256 GB SSD Storage, Intel Iris Xe Graphics, Media Card Reader, Quiet Blue","Rs. 33,000"
"ASUS E410M recommends Windows 11 Pro for business, Intel® Celeron® N4020 Processor, Intel® UHD Graphics 600","Rs. 41,999"
"HP Pavilion Laptop 15-eh1066AU 49N15PA 8 GB RAM (2 x 4 GB), 512 GB SSD, 15.6""","Rs. 85,000"
Lenovo Ideapad 3 | Core i3- 1115G4 | 8GB RAM | 256GB SSD | 14” FHD,"Rs. 53,999"
Dell Vostro 3530 (Intel Core i5 1335U Processor | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics Card | 15.6-inch FHD (1920 x 1080) IPS Display | 1 Year Warranty),"Rs. 76,500"
Dell Vostro 3530 (Intel Core i5 1335U Processor | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics Card | 15.6-inch FHD (1920 x 1080) IPS Display | 1 Year Warranty),"Rs. 80,000"
"Acer Aspire 5 A515-58P (13th Generation Intel Core i5 1335U Processor | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6"" FHD (1920 x 1080 Display | 1 Year Warranty)","Rs. 71,499"
"DELL VOSTRO 14"" 3430 | 13th gen I3-1305U | 8GB | 512 SSD | 1yrs warranty","Rs. 68,500"
"Acer Aspire 3 A315 (AMD Ryzen 5 - 7520U Processor | 8GB RAM | 512GB SSD | AMD Radeon Graphics | 15.6"" FHD Display)","Rs. 60,000"
"Acer Swift Go 14 OLED Intel Core i5 13500H Processor | 16GB RAM | 512GB Gen4 SSD | 14-inch 2.8K WQXGA+, 90Hz OLED Display | Intel Iris Xe Graphics Card | Backlit Keyboard | Fingerprint Scanner","Rs. 103,000"
Acer Swift Go Ultra 5,"Rs. 106,000"
"MSI Modern 14 C12MO Laptop (12th Gen Intel Core i5 | 16GB RAM | 512GB SSD | 14"" FHD IPS | Wi-Fi 6 | Backlit Keyboard | USB-C | 1.4KG)","Rs. 80,900"
"Lenovo V14 G4 AMD Ryzen 5 Quad Core 7520U, 14"" IPS FHD, 8 GB DDR4 RAM, 512 GB Gen 4 NVMe SSD, 47 WHr Battery, LAN Port, Free DOS, 1 Year Warranty / NAGMANI INTERNATIONAL","Rs. 70,450"
"Acer Swift GO 14 Core i5-13500H 13th Gen / 16 GB RAM/ 512GB SSD/14"" OLED 2.8K/Backlit Keyboard/ Win 11","Rs. 109,990"
"Lenovo IdeaPad 3i 15.6'' Touch Laptop Intel i5 12th gen , 8GB RAM, 256GB Nvme SSD (82RK00BEUS)","Rs. 66,500"
"Acer Aspire 5 A515-58P (Intel Core i5-1335U Processor | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6"" FHD Display)","Rs. 75,000"
"HP Envy x360,Core 5-120U 14th Gen | 8GB RAM | 512GB SSD | 14″FHD | 360 Touch | Backlit-Keyboard | Win 11","Rs. 97,499"
"ASUS Vivobook Go E1404FA - Ryzen 3 7320U| 14"" FHD Display| 8GB RAM| 512GB SSD | Numpad |Chicklet | Win 11 | Cool silver | 2 Years Warranty - NAGMANI INTERNATIONAL","Rs. 68,500"
"Acer Nitro V 15 2023 i7 13620H | RTX 4060 8GB | 16GB RAM | 512GB SSD | 15.6"" FHD 144Hz display | 2 Year Warranty","Rs. 147,999"
Dell Inspiron G15 5515 AMD Ryzen 7 5800H 8GB 512SSD NVIDIA RTX 3050 4GB GDDR6 FHD Win 11,"Rs. 169,900"
HP Pavilion Plus,"Rs. 98,500"
"Lenovo V15 G3 - 12th Gen, Intel i7 1255U, 15.6"" FHD, 16GB DDR4 RAM, 512GB NVMe SSD, Iron Grey Color, 1 Year Warranty","Rs. 102,275"
Lenovo Yoga,"Rs. 98,200"
"Lenovo V15 Intel Core i5-1235U, 8GB RAM 256GB SSD, 15.6""FHD","Rs. 64,997"
Lenovo IdeaPad Slim 3 14IRU8 (13th Gen Intel Core i3 1305U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 14-inch FHD IPS Display | Fingerprint Reader,"Rs. 59,999"
Dell 5470 | Celeron | Intel UHD | 8GB RAM | 256GB SSD | 14″ HD,"Rs. 37,998"
"ASUS TUF Gaming F15 Gaming Laptop, 15.6” 144Hz FHD Display, Intel Core i5-11400H Processor, GeForce RTX 2050, 8GB DDR4 RAM, 512GB PCIe SSD Gen 3, Wi-Fi 6, Windows 11","Rs. 79,000"
Lenovo Ideapad 1 | i3-12th Gen | 4 GB RAM | 256 GB SSD |14″ HD Display | 1 Year Warranty,"Rs. 46,999"
"Lenovo Ideapad 1 15lGL7 11thGen Intel Celeron N4020 8GB DDR4 RAM 256GB SSD 15.6""' HD Display","Rs. 38,000"
"HP Victus AMD Ryzen 5 7535HS | 16GB RAM | 512GB SSD | RTX 2050 4GB | 15.6"" FHD 144hz Display","Rs. 97,999"
Acer Aspire 5 i5,"Rs. 71,500"
"Asus Vivibook Go E1404 Ryzen 5 - 7520U / 8 GB DDR5 RAM/ 512 GB SSD/14"" FHD / Backlit Keyboard/ FP Reader/ Win 11/ 2 Years Warranty","Rs. 77,990"
ExpertBook B1402 I5/12th Gen/16GB RAM/512GB SSD/14 FHD/Backlite Keyboard,"Rs. 75,896"
"Asus Zenbook Q415MA Intel Core Ultra 5 -125H | 8 GB DDR5 | 512 GB SSD | 14"" FHD (1920 x 1200) OLED Touch-Screen | Backlit Keyboard | Win 11","Rs. 102,899"
"Hp Ryzen 5 5500u 8GB RAM 256gb SSD 2GB graphics full HD IPS display 15.6""","Rs. 65,000"
"Dell Inspiron 15 3530 (Intel Core i7 - 1355U Processor | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6"" FHD Display )","Rs. 109,999"
ExpertBook B1402 I5/12th Gen/16GB RAM/512GB SSD/14 FHD/Backlite Keyboard,"Rs. 80,000"
ASUS ZenBook 14 OLED UX5406SA (2024) | 15th Gen Intel Core Ultra 7 256V | 16 GB RAM | 1 TB SSD Gen 4 | OLED 14 inch 3K OLED | Genuine Win 11 | Zumaia Gray | Two years warranty | Nagmani International,"Rs. 232,900"
"Dell Vostro 3430 i5 13th Gen / 8GB RAM / 512GB SSD / 14"" FHD Display","Rs. 100,000"
"HP 14 Laptop Intel Core i3-N305 8GB RAM 256GB SSD 14"" Led Display Moonlight Blue","Rs. 51,999"
ASUS VivoBook 16x F1605 Intel® Core™ 7 150U 14th Gen 16GB RAM DDR4 1TB SSD 16″ FHD IPS Screen Windows 11 Home Laptop,"Rs. 124,990"
HP Victus 16 2021 i7 11th Gen Rtx 3060 16Gb Ram 512Gb Ssd 16.1 144hz Fhd display,"Rs. 200,000"
Asus TUF A15 Gaming Laptop | Ryzen 7-7435HS | 8 GB RAM | 512 GB SSD | RTX 3050-4GB Graphics | 15.6″ FHD Display | Backlit Keyboard | 1 Year Warranty,"Rs. 108,999"
Acer Nitro V 15 2023 (AMD Ryzen 5 7535HS Processor | 16GB DDR5 RAM | 512GB SSD | NVIDIA RTX 3050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz IPS Display | 1 Year Warranty),"Rs. 102,000"
"Lenovo Ideapad Slim 1 AMD Ryzen 5 7520U | 8 GB DDR5 | 512 GB SSD | 15.6"" HD (1366x768) | Win 11","Rs. 57,799"
Acer Aspire Lite (Intel Core i3 N300 Processor | 8GB DDR5 RAM | 512GB NVMe Gen4 SSD | 14-inch WUXGA (1920 x 1200) Display | Intel UHD Graphics | Pure Silver Color | 1 Year Warranty),"Rs. 52,000"
"MSI Laptop Modern 14 B10MW (10th Gen i5-10210U | 8GB DDR4 RAM | 256GB NVMe SSD | 14.0"" Full HD IPS | Backlit Keyboard | Light Weight)","Rs. 74,900"
"Acer Aspire GO 14 2024 Ryzen 5 7520U | 16GB RAM | 512GB SSD | 14"" WUXGA Display","Rs. 68,999"
MSI Modern 15 A11MU | 11th Gen i7 -1195G7| 8 GB RAM | 512GB SSD | Intel Iris Xe | Win 10,"Rs. 95,000"
Acer Nitro V 15 Intel Core i5 13th Gen 13420H RTX 4050 6GB Graphics – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD 144Hz Display – Backlit Keyboard – Black,"Rs. 109,999"
Asus zenbook,"Rs. 106,000"
ASUS ZenBook 14 OLED UX3405MA (2024) - New Zen with AI | Intel Core Ultra 9 185H | 14th gen | 16 GB RAM | 1 TB SSD Gen 4 | 14 inch 3K OLED | Genuine Win 11 | Ponder Blue - NAGMANI INTERNATIONAL,"Rs. 204,900"
"MSI Leopard GP76-11UH / i7 11th Gen / 16GB RAM / 1TB SSD / RTX 3080 - 8GB / 17.3"" QHD 165Hz Display","Rs. 375,000"
"Lenovo Legion 5 i7 14th Gen 14650HX | 16GB | 512ssd | RTX 4060 | 16"" WQXGA 165Hz iPS | RGB Key Gaming Laptop","Rs. 209,990"
Dell Latitude 3440 | i5 -1235U | 8GB RAM | 512GB SSD | Backlit | UBT,"Rs. 90,000"
"Lenovo ThinkPad E14 Core i5 13th Gen/ 16GB RAM/512GB SSD/14""IPS (1920 X 1200)/Backlight/Fingerprint/Win 11 Pro Genuine","Rs. 159,990"
Lenovo IdeaPad Slim 3 14IRU8 (13th Gen Intel Core i3 1305U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 14-inch FHD IPS Display | Fingerprint Reader,"Rs. 59,999"
"MSI GL75 Leopard 10SDR i7 10TH GEN / GTX 1660Ti / 15.6"" 144Hz FHD display / 512GB SSD / 16GB RAM","Rs. 205,200"
Acer Nitro V 15 2023 (Intel Core i5 13420H Processor | 16GB DDR5 RAM | 512GB SSD | NVIDIA RTX 3050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz IPS Display,"Rs. 114,090"
"Lenovo V14 G4 - 13th Gen, Intel i5 1335U, 14"" FHD, 8GB DDR4 RAM, 512GB NVMe SSD, 45WHr Battery, 1 Year Warranty /NAGMANI INTERNATIONAL","Rs. 82,500"
Dell Latitude 3440 i5-1235U 12th Gen | 8GB RAM | 512GB SSD |14″ Full HD Screen Laptop,"Rs. 84,890"
HP Envy x360 2-in-1 Intel Core 7 150U Processor – 16GB DDR4 RAM – 512GB NVMe SSD – Intel Shared Graphics – 14″ FHD TouchScreen Display – Windows 11 – BackLit Keyboard,"Rs. 116,999"
Dell Vostro 3520 I3/12th Gen/8GB/512GB SSD/15.6FHD,"Rs. 52,995"
"Lenovo IdeaCentre AIO 24IRH9, i5-13420H, 16GB RAM, 512GB SSD, 24"" inch FHD 100Hz","Rs. 94,999"
"Dell Inspiron 7440 2 in 1 Core 7 14th Gen | 16GB | 512ssd | 14"" WUXGA x360 Touch | Backlit Keyboard Laptop","Rs. 149,990"
HP Victus 15 / I5-13420H / 8GB RAM / 512GB SSD / 15.6″ FHD 144HZ Display / Nvidia RTX 3050,"Rs. 109,996"
"HP Notebook 15 13 Gen Intel Core™ i5-1334U | 8 GB DDR4 | 512 GB SSD | 15.6"" FHD (1920 x 1080) | Backlit Keyboard | Win 11","Rs. 78,749"
Lenovo Ideapad 3 | Core i3-1115G4 | Intel UHD | 8GB RAM | 256GB SSD | 15.6” FHD,"Rs. 61,999"
"HP Victus 15 i5 Gaming Laptop, 15.6"" FHD 1920*1080 144Hz, Intel Core i5-12450H, NVIDIA GeForce RTX 3050, 16GB RAM, 512GB SSD, Backlit KB, Touchpad, SD Card Reader, Webcam, HDMI, Wi-Fi 6, Windows 11","Rs. 94,500"
Swift Go 14 AMD Ryzen 5 7530U Processor – 16GB DDR4 RAM – 512GB NVMe SSD – 14″ FHD IPS Screen – Backlit Keyboard – Silver,"Rs. 105,000"
"Dell Alienware M15 R6 i7 11800H / RTX 3070 GDDR6 / 32GB RAM / 1TB SSD / 15.6"" QHD 240Hz Display","Rs. 388,800"
"Hp pavillion 14 plus intel core i5 13th gen 16GB RAM 512GB SSD 14"" 2.2k IPS Display","Rs. 98,000"
"Lenovo Legion Slim 5 16"" Gaming Laptop Computer - Luna Grey AMD Ryzen 7 7435HS (3.1GHz) Processor 16GB DDR5-4800 RAM NVIDIA GeForce RTX 4070 Graphics Card 1TB PCIe SSD 83EX0026US","Rs. 120,000"
Laptop Lenovo Celeron 4GB 128 GB 14'' IPS,"Rs. 41,999"
HP 240 G9 Notebook With I7 Processor 8 GB RAM 512 GB SSD 14 Inch 12th Gen,"Rs. 84,999"
"Asus 2023 Zenbook 14 Um3402Ya - 7Th, Ryzen 7 7730, 16Gb Ram, 1Tb Nvme Ssd, 14"" 2K Display , Backlit Keyboard, Magic Numpad, Fingerprint, Genuine Win 11, 2 Years, Jade Black - Nagmani International","Rs. 144,500"
"Asus Vivo Book Core i7 1065G7 8GBRAM 256GB SSD 14"" Windows 10","Rs. 99,999"
HP Envy 13 x360 14 ES00 13 2-IN-1 Core™ i5-1335G7 512GB SSD 8 GB,"Rs. 115,500"
"HP ELITEBOOK 840 G7 I7 11TH GEN 16GB RAM 512GB SSD 14""FHD/WIN 10 PRO/3 YRS","Rs. 177,000"
"Acer Swift GO 14 Core Core i7 - 1355U 13th Gen / 16 GB RAM/ 512GB SSD/14"" IPS Touch/Backlit Keyboard/ Win 11","Rs. 125,990"
"HP Laptop 15s -du3511TX 4A3P6PA i7-1165G7, 8 GB RAM/ 512 GB SSD, Windows 11/2GB GRAPHIC","Rs. 108,000"
"Lenovo V14 Celeron | 4GB RAM | 256GB SSD | 14"" HD Display Laptop","Rs. 33,999"
Lenovo LOQ 15IAX9 (Intel Core i5 13450HX Processor | 12GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 Graphics Card | 15.6-inch FHD (1920 x 1080) IPS Display | 1 Year Warranty),"Rs. 122,500"
"Microsoft Surface 3 Laptop for Business (15"" Multi-Touch/i7-Gen10/16GB RAM/512GB M.2 NVMe SSD/Win 10 Pro/Matt Black)","Rs. 292,000"
Acer Nitro V15 I7 13th Gen 16GB/512GB/NVDIA RTX 3050|6GB|144Hrz Display,"Rs. 146,999"
"Lenovo Legion Pro 9i Gen 9 16"" Gaming Laptop (2024 Model) Intel 14th Gen i9-14900HX 24C, NVIDIA GeForce RTX 4090 16GB, 32GB RAM, 2TB (1TB+1TB) NVMe SSD, 16"" 3.2K Mini-Led 165Hz 1200-nits, Win 11 Home","Rs. 520,000"
"Asus vivobook flip tn3402qa -ryzen 5 5600h, 8gb, 512 gb ssd, touch 360 display, backlit keyboard, magic numpad","Rs. 113,333"
HP Envy x360 15 2-IN-1 Core™ i7-13th Gen/ 512GB SSD/ 12GB RAM/ 15.6″ FHD 360 Touch/ WIN11/ Backlit Keyboard,"Rs. 129,990"
Acer Nitro V Gaming Intel i5 13th Gen RTX™ 4050 6GB 16GB RAM 512GB SSD 15.6″ 144Hz Laptop,"Rs. 116,590"
IDEAPAD FLEX 5 14/2IN1 RYZEN 7-4700u/16/512,"Rs. 108,000"
"Lenovo IdeaPad Slim 5 | Core Ultra 5 125H | 16GB RAM | 512GB SSD | 14"" WUXGA OLED | Backlit Keyboard | 1 Year Warranty - Nagmani International","Rs. 129,900"
Dell Inspiron 14 7430 - i7 1355U | 16GB | 512GB SSD | Intel Iris Xe | FHD Touch 2-in-1| Backlit Keyboard | Fingerprint | 2 Years Warranty - neostore,"Rs. 174,500"
"HP Envy x360 i7 13th Gen 16GB RAM 512GB SSD 14"" FHD 360 Touch Screen Display","Rs. 145,000"
Dell Inspiron 7391 i7 10th Gen NVIDIA MX250 8GB RAM 512GB SSD 13.3” FHD Display,"Rs. 148,000"
"Lenovo Thinkpad Yoga L13 (2-in-1) Gen 5 - Core Ultra 7 155u, 13.3"" WUXGA Multi-Touch 360° display - 100% sRGB, 16GB, 1TB Gen4 NVMe SSD, Stylus, Fingerprint, Windows 11 Professional, Backlit KB, 3 Years Warranty - NAGMANI INTERNATIONAL","Rs. 229,900"
"Dell XPS 13 Plus Core i7 12th Gen/ 32 GB DDR 5 RAM/ 1TB SSD/ 13.4"" FHD/ Backlit Keyboard/ Win 11","Rs. 265,990"
Dell Vostro 3520 i7 12th Gen | 16GB RAM | 512GB SSD | Intel UHD | 15.6″ FHD 120Hz Display Laptop,"Rs. 94,000"
Acer Predator Helios Neo 16 i9 14th Gen 32gb Ram 1tb SSD RTX 4060 240hz 2k DIsplay,"Rs. 204,999"
"Lenovo V14 G3 IAP 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB RAM, 512 GB SSD - Business Black, WIN 11 Pro","Rs. 109,999"
Acer Nitro V 15 i7 13gen RTX 4050 16GB RAM / 1TB SSD 15.6 Inch 144hz FHD IPS Panel,"Rs. 139,999"
"Acer Predator Helios Neo 16 2024 i9 14900HX | RTX 4060 | 16GB RAM | 1TB SSD | 16"" WUXGA 165Hz display Laptop","Rs. 199,990"
"HP Victus AMD Ryzen 5 7535HS | 16GB RAM | 512GB SSD | RTX 2050 4GB | 15.6"" FHD 144hz Display HP Victus AMD Ryzen 5 7535HS | 16GB RAM | 512GB","Rs. 97,999"
Lenovo LOQ 15 Gaming AMD Ryzen 5 7235HS 12GB RAM 512GB SSD 15.6″ Full HD IPS 144Hz NVIDIA RTX 3050 6GB Graphic Windows 11 Laptop,"Rs. 99,990"
"Lenovo IdeaPad Slim 3 i5 13th Gen 8GB RAM 512GB SSD 15.6"" FHD Backlight Keyboard","Rs. 78,000"
"Lenovo IdeaPad Slim 5 | Core Ultra 7 155H | 32GB RAM | 1TB SSD | 14"" WUXGA OLED | Backlit Keyboard | 1 Year Warranty - Nagmani International","Rs. 164,500"
"Lenovo LOQ i5 12450HX RTX2050 8GB 512ssd 15.6"" FHD IPS Gaming Laptop","Rs. 101,990"
Asus Vivobook Amd Ryzen 7 Ram 16Gb/Storage 512 Ssd 1Tb Display Amd Radeon(Tm) Rx Vega 10 Graphics,"Rs. 107,000"
"Asus Vivobook Pro M6400rc -6th, Ryzen 7 6800H, 16 GB, 1TB NVME SSD , 14 inch Oled Display, Magic Numpad, Fingerprint, Nvidia RTX 3050, Backlit Keyboard","Rs. 180,000"
HP Elitebook 835 G8 AMD Ryzen 7 PRO 16GB RAM 512GB SSD,"Rs. 119,999"
"Lenovo LOQ Gaming Laptop - 15.6"" FHD 144Hz Display | Intel i5-12450HX | 8 GB RAM | 512GB SSD | RTX 2050 4GB | Backlit KB | Win 11 | 1 Year Warranty | Nagmani International","Rs. 104,500"
"Acer Nitro 5 2020 i7 10TH GEN / GTX 1650ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","Rs. 110,000"
Laptop Acer Predator Helios 300 74F3 i7 11th Gen-8GB-1TB SSD-RTX3060 6GB-OS,"Rs. 152,490"
"HP Victus 15 Fb20494AX (AMD Ryzen 5 8645HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 15.6"" FHD (1920 x 1080) 144Hz IPS","Rs. 108,000"
Dell Inspiron 14 7430 i7 13th Gen - 1355U | 16GB | 512GB SSD | Intel Iris Xe | FHD Touch 2-in-1| Backlit Keyboard | Fingerprint | 2 Years Warranty,"Rs. 174,500"
Dell Latitude 14 5440 Intel Core i7 13th Gen 1365U – 16GB DDR4 RAM – 1TB NVMe SSD – Intel Integrated Graphics – 14″ FHD Touchscreen Display – Backlit Keyboard,"Rs. 180,000"
MSI GF63 Thin 10SC | 10th Gen Core i7-10750H | 8GB RAM | 512GB NVMe SSD | NVIDIA GTX 1650-4GB | Win 10 | Light Weight,"Rs. 97,000"
"Lenovo ThinkPad T14 Gen 3,12 Gen Core i5-1240P | 512 GB SSD | 8 GB DDR4| 14"" WUXGA (1920 x 1200) |Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 142,789"
HP Victus 16 AMD Ryzen 7 8845HS RTX 4070 8GB Graphics – 16GB DDR5 RAM – 512GB NVMe SSD – 16.1″ FHD 144Hz Display – Windows 11 – Backlit Keyboard,"Rs. 165,999"
"HP Envy x360 i7 13th Gen 16GB RAM 512GB SSD 14"" FHD 360 Touch Screen Display","Rs. 145,000"
Acer Nitro V 16 2024 Gaming Laptop (AMD Ryzen 7 8840HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 16-inch 2K (2560 x 1600) IPS 165Hz Display) IPS 165Hz Display,"Rs. 149,999"
"Microsoft Surface 3 Laptop for Business (13.5"" Multi-Touch/i7-Gen10/16GB RAM/512GB M.2 NVMe SSD/Win 10 Pro/Matt Black)","Rs. 279,000"
ASUS ROG Strix G15 Ryzen 7 6800H 15.6″ WQHD 165Hz 16GB RAM 1TB SSD RTX 3060 6GB,"Rs. 168,000"
"Asus Zenbook Duo UX482 - 11th, i7, 16, SSD 1Tb, Dual Screen, 14: Nano Edge FHD LED + 2nd Touch Screen 12.6"", Nvidia MX450 2 GB, Windows 10, 2 years, Sleeve, Blue | Nagmani Interantional","Rs. 220,000"
"Lenovo LOQ 15 AMD Ryzen 7 - 7840HS / 16 GB RAM/ 512GB SSD/15.6"" IPS 144 Hrz / RTX 4050 6GB /Backlit Keyboard/ Win 11","Rs. 145,990"
Acer Nitro V 15 2023 (Intel Core i5 13420H Processor | 16GB DDR5 RAM | 512GB SSD | NVIDIA RTX 3050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz IPS Display | 1 Year Warranty),"Rs. 108,000"
"HP Victus 15.6 AMD Ryzen 5 7535HS, 8GB RAM, 512GB SSD, 15.6"" FHD 144Hz NVIDIA GeForce RTX 2050 4GB, Win 11 Home, Silver","Rs. 95,500"
"Lenovo ThinkPad L14 Gen 3,12 Gen Intel Core™ i7-1265U|1 TB SSD|32 GB DDR4|14"" FHD (1920 x 1080)|Backlit Keyboard| FP Reader|Win 11 Pro","Rs. 157,489"
"Lenovo ThinkPad T14 Gen 5, Intel Core Ultra 7-155U | 16 GB DDR5 | 512 GB SSD | 14"" WUXGA (1920x1200) IPS, Touch-Screen | Intel® AI Boost | Backlit Keyboard | Win 11","Rs. 241,499"
"Acer Nitro V i7 13th 13620H | 16GB | 512ssd | RTX 4050 | 15.6"" 144Hz Laptop","Rs. 136,990"
ASUS TUF GAMING A15 FA507NVR - AMD Ryzen™ 7 7435HS |16 GB DDR5 RAM | 1TB SSD | RTX 4060 - 8GB | 15.6 FHD | Backpack | Mouse | Windows 11 Home | Backlit Keyboard | 2 Years Warranty - Nagmani International,"Rs. 174,900"
"Nitro V 16 Gaming Laptop AMD Ryzen 7 8845HS | 16 GB DDR 5 | 1TB SSD | RTX 4060 8 GB GDDR6 | 16""WUXA(1920 x 1200) 165 Hz | Win 11","Rs. 160,699"
