Name,Price
"ASUS Vivobook Go E1404 2023 Ryzen 3 7320 / 4GB RAM / 256GB SSD / 14"" FHD display / Magic NumPad","Rs. 66,044"
Dell XPS 9315 CoreTM i5-1230U,"Rs. 124,999"
"Acer Aspire 5 2023 13th Gen i5 / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 85,000"
"Dell Vostro 3400 Intel Core i5 11th Gen 8GB Ram 256GB SSD 14.0""FHD","Rs. 75,000"
"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3070 / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","Rs. 175,000"
"Lenovo IdeaPad Slim 3i 2023 15 i3 13Th Gen / 8GB RAM / 256GB / 15.6"" FHD display","Rs. 51,998"
"Dell Inspiron 5310 I5 11th Gen / 8GB RAM / 512GB SSD / 13.3"" FHD Display","Rs. 117,000"
Laptop Acer Aspire3 A314-22-R96E AMD Ryzen3 4GB-1TB,"Rs. 62,000"
"Avita Liber V14 i5 10th Gen, 8GB, 512GB SSD","Rs. 85,000"
"Acer Swift 3 2020 Ryzen 5 4500U / AMD VEGA 8 / 8GB RAM / 256GB SSD / 14"" FHD Display","Rs. 86,000"
Dell Vostro 3400/I5 Processor/4Gb Ram/1Tb Hdd/14 Inch/11th Gen,"Rs. 85,000"
"Lenovo Ideapad 3 2020 i5 /10th Gen / 8GB RAM / 512GB SSD / 14"" FHD display","Rs. 80,000"
"HP 14"" ProBook 440 G8 I5 11TH GEN/8GB RAM/128GB SSD/1TB HDD/14 FULL HD/Windows 10 Pro Laptop","Rs. 115,000"
"Dell Vostro 3510 i5 11th Gen / 8GB RAM / 512GB HDD / 15.6"" FHD Display","Rs. 82,999"
"Dell Latitude 7420 Core i7 1185G7 VPro/ 16GB RAM/ 512GB SSD/ 14"" FHD/Backlit Keyboard/Win 11 Professional (Business Series Premium Laptop) 7000 Series","Rs. 199,000"
Laptop Asus VivoBook F415EA-UB51 i5 11th Gen-8GB-256SSD-OS,"Rs. 85,000"
Laptop Acer Aspire5 A515-56-53E6 i5 11th Gen-4GB-1TB,"Rs. 80,000"
"Acer Aspire 5 14 2023 13th Gen i7 / 8GB RAM / 512GB SSD / 14"" WUXGA Display / 2 Year Warranty","Rs. 115,000"
Lenovo 5 14ALC05 AMD Ryzen™7 5700U 512 GB SSD 8GB 14'',"Rs. 102,500"
"HP 14z Laptop Ryzen 5 8GB RAM 256GB SSD 14""","Rs. 85,000"
Acer Nitro 5 Ryzen5-5600H 8 Gb Ram/1 Tb Hdd/ 1650,"Rs. 113,400"
DELL VOSTRO 14-3430 | I3-1305U | 8GB | 512 SSD | UBT,"Rs. 75,999"
Dua Screen Pos i5 8GB RAM 256SSD,"Rs. 85,000"
"xLab x-Book Series XL-156P Laptop- i3, 8GB RAM, 256GB SSD, Fingerprint Security, 15.6"" Full HD Display","Rs. 68,250"
HP Envy X360 2 in 1 | Core i7-150U | 16 GB RAM | 512 GB SSD | 14″ FHD IPS Touch Display | Backlit Keyboard,"Rs. 117,500"
Lenovo S540 intel i5 10 Gen Ram 16 Gb Storage 512 ssd Uhd,"Rs. 89,000"
"Lenovo V14 G4 - 13th Gen, Intel i7 1355U, 14"" FHD, 16GB DDR4 RAM, 512GB NVMe SSD, 45WHr Battery, 1 Year Warranty | Nagmani International","Rs. 113,333"
"DELL VOSTRO 3510 / I5-1135G7 / 8GB / 256GB SSD/ 15.6"" FHD/BEST BUSINESS LAPTOP FOR ALL / 8GB RAM LAPTOP 256GB SSD LAPTOP/ LAPTOPS / FOR OFFICE / HOME / STUDENTS","Rs. 81,999"
Acer A515-45-R0Y4 Processor: AMD Ryzen Memory: 4GB DDR RAM Storage: 256 SSD Screen: 15.6”FHD OS: Win 10,"Rs. 83,000"
Laptop Acer Swift5 SF514-54T-73BZ i7 10th Gen-8GB-512SSD-OS,"Rs. 135,000"
"Dell Latitude 5330 i7 12th Gen 16GB 256ssd 13.3"" FHD Laptop","Rs. 132,990"
"Acer Aspire 5 Core i5- 1335U 13th Gen / 8 GB RAM/ 512GB SSD/15.6"" IPS/RTX 2050 4GB Gfx / Backlit Keyboard","Rs. 99,990"
"Lenovo ThinkPad X1 Carbon Gen 10 Core™ i5-1240P 12th Gen | 512 GB SSD |16GB 14"" WUXGA IPS | Win11 Pro | Backlit Keyboard | FP Reader","Rs. 167,999"
"Acer Swift 3 Ryzen7 5700U 8GB Ram 512GB SSD 14"" FHD Display","Rs. 103,000"
Laptop Acer Aspire5 A515-56G-513K i5 11th Gen-8GB-512SSD-MX350 2GB,"Rs. 95,000"
"Dell Latitude 3420 i5 11th Gen / 8GB RAM / 1TB HDD / 14"" HD Display / 3years Warranty","Rs. 95,000"
Acer Swift 3 Intel i7 11th Generation 1165G7 8GB LPDDR4X 256GB M.2 NVMe PCIe 3.0,"Rs. 102,999"
Dell Latitude 15 3510 | i5-10210U | 4GB | 1TB For students and working professionals,"Rs. 83,500"
xLab x-Book Series XL-156P Laptop + Accessories + Security & Software,"Rs. 79,777"
"Hp Envy 13 Intel i5 10Gen 8Gb 256 ssd 13.3"" inch","Rs. 111,000"
Acer Predator Triton 500 i7 10TH GEN RTX 2070 144Hz 16GB RAM 512GB SSD,"Rs. 245,000"
Dell Inspiron 14 5445 - AMD Ryzen 7 8840U | 16GB | 1TB | Radeon Graphics | FHD+ | CoPilot AI | Windows 11 | 2 Years Warranty,"Rs. 132,900"
ASUS TUF GAMING A15 FA401WU - 14.0 WQXGA - AMD RYZEN AI 9 HX 370 | 16GB DDR5 | 1TB PCIE G4 SSD | RTX 4050 - 6GB | Backlit KB | BAG | MOUSE | 2 YEARS WARRANTY - NAGMANI INTERNATIONAL,"Rs. 252,900"
"Lenovo Ip3 Amd Ryzen 5 5500u 8Gb 256ssd 15.6"" Fhd Tn","Rs. 79,000"
"Dell Inspiron 7430 Plus i7 13th Gen 13700H | 16GB RAM | 1TB ssd | 14"" 2.5K | Backlit Keyboard Laptop","Rs. 149,990"
LENOVO IDEAPAD FLEX 5 14/2IN1 RYZEN 7-4700u/16/512,"Rs. 108,000"
"15 fc0093dx AMD Ryzen 5 7520U - 16GB DDR4 RAM - 256GB NVMe SSD - 15.6"" FHD Display - Windows 11 Home - Silver","Rs. 90,000"
"Dell Inspirion 3501 i5 11th Gen 4GB RAM 1TB HDD Nvidia MX330 2GB 15.6"" FHD Display","Rs. 86,000"
"Lenovo ThinkPad T14s Gen 3, 12 Gen Intel Core i5-1240P | 512 GB SSD | 16GB DDR5| 14"" WUXGA (1920 x 1200)Touch Screen |Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 146,989"
DELL VOSTRO 14-3430 | I5-1335U | 8GB | 512 SSD | UBT,"Rs. 93,000"
Dell Inspiron 3511 I5 Laptop 11 Gen Processor 8 GB RAM 512 GB SSD 2 GB Graphics 1 Year Warranty Silver or Black,"Rs. 95,999"
Laptop Asus VivoBook F415EA-UB51 i5 11th Gen-8GB-256SSD-OS,"Rs. 85,000"
"Asus ZenBook Flip 14 OLED 2023 UP3404VA i7 13th Gen / 16GB RAM / 1TB SSD / 14"" OLED 2.8K Touch display / Magic NumPad / Stylus","Rs. 226,201"
"HP 15-eh1071AURyzen 7 5700U / AMD / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 93,000"
Laptop Acer Aspire5 A515-56-57XR i5 11th Gen-8GB-512SSD,"Rs. 90,000"
"Dell XPS 13 9320 Plus (Intel Core i7 - 1360P Processor | 16GB RAM | 512 GB SSD | Intel Iris Xe Graphics | 13.4"" OLED 3.5K Display | 1 Year Warranty","Rs. 195,000"
"Acer Nitro 5 2020 I7 10TH GEN / GTX 1650ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","Rs. 150,000"
"Laptop Acer Aspire 3 AMD Ryzen 7 5700U - 16GB DDR4 RAM - 512GB NVMe SSD - AMD Radeon Integrated Graphics - 15.6"" FHD Display - Silver","Rs. 105,000"
"Dell Inspirion 3501 i5 11th Gen 8GB RAM 512GB SSD Nvidia MX330 2GB 15.6"" FHD Display","Rs. 93,000"
"Lenovo Thinkpad T14 Gen 5 - Ultra 7 155h, 14'' Multi Touch WUXGA (1920x1200), 32GB DDR5 RAM, 1TB Gen4 NVMe SSD, 5.0 MP Camera with Face recognition Backlit KB, Windows 11 Professional, 3 Years Warranty - NAGMANI INTERNATIONAL","Rs. 274,900"
Avita Model No. LIBER V14 Grey Color Laptop,"Rs. 93,000"
"Acer swift3-42-R8R5 AMD ryzen 5-4500U 8GB 512GB intel UHD 14"" OS","Rs. 88,000"
"Acer Predator Helios Neo 16, 14 Gen Intel Core i9-14900HX | 16 GB DDR5 | 1 TB SSD | RTX 4060 | 16"" (1920 x 1200), IPS, 165 Hz | RGB Backlit Keyboard | Win11","Rs. 205,799"
"HP 15 AMD RYZEN 7 8GB 512GB SSD 15""","Rs. 105,000"
"MSI Summit E16 Flip Evo 2023 2-in-1 i7 13TH GEN / 1TB SSD / 16GB RAM / 16"" FHD 165Hz Touchscreen / 2 Year Warranty","Rs. 215,000"
"Acer Swift 3 14 2022 Ryzen 5 5625U / 16GB RAM / 512GB SSD / 14"" FHD display / Backlight Keyboard","Rs. 105,000"
Dell inspiron 3501 core-i5-11th GEN/8GB/256GB SSD,"Rs. 98,700"
"GWTN156 Ryzen 7 3700U I 8GB RAM I 512GB SSD I 15.6"" FHD IPS I Ultra Slim Laptop","Rs. 100,000"
"Dell Latitude 5330 Core i7 12th Gen/ 16 GB RAM/ 512GB SSD/13.3"" FHD IPS/Backlit Keyboard/ Win 11 Pro","Rs. 135,990"
Dell I5-11th Gen/8GB RAM/256GB SSD/1TB HDD/2GB Graphics/15.6 Display,"Rs. 67,997"
Asus ZenBook Q507IQ Ryzen 7 8GB RAM 256GB SSD Radeon Graphics 15” FHD display Magic NumPad,"Rs. 120,000"
"CPU: AMD Ryzen 9 5900HX Processor 3.3 GHz (16M Cache, up to 4.6 GHz) Graphics Card: NVIDIA GeForce RTX 3080 GPU; 8GB GDDR6 VRAM With ROG Boost Storage: 1TB M.2 NVMe PCIe 3.0 Memory: 16GB DDR4 3200MHz SDRAM Display: 15.6-inch, FHD (1920 x 1080 pixels) 16:9","Rs. 410,000"
Laptop Acer Swift 3 Ryzen5 5500U 8Gb Ram 512Gb Ssd,"Rs. 95,000"
MSI Modern 14 B11BSB i7 11th generation 2 GB Graphics,"Rs. 115,000"
DELL INSPIRON 5420 AIO | 13th gen i5-1335U | 16GB | 512GB | WIN11 | TOUCH,"Rs. 149,000"
ThinkPad X13 Gen 3 13” Intel,"Rs. 229,613"
Dell Inspiron 7490 I5 10th Gen / 8GB RAM / 256GB SSD / 14'' FHD Touch Display,"Rs. 118,000"
"HP LAPTOP 14S-DQ2555TU Intel® Core™ i5-1135G7, 8 GB DDR4-3200 MHz RAM, 512 GB M.2 PCIe® NVMe™ SSD, 14"" diagonal, FHD (1920 x 1080), IPS","Rs. 97,650"
"Microsoft Surface 3 Laptop for Business (15"" Multi-Touch/i7-Gen10/16GB RAM/256GB M.2 NVMe SSD/Win 10 Pro/Matte Black)","Rs. 245,000"
"Acer Swift 5 2020 i7 10Th Gen | 8GB RAM | 512GB SSD | 14"" FHD Touch Display","Rs. 130,000"
"Lenovo ThinkPad T14 Gen 4,13 Gen Intel Core i5-1345U | 512 GB SSD | 16GB DDR5| 14"" (1920x1200) |Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 167,999"
"MSI Modern 14 C12M 2022 i5 12TH GEN / 512GB SSD / 8GB RAM / 14"" FHD","Rs. 99,360"
Dell Latitude 3440 | i7-1355U | 8GB | 512GB | FHD | Ubuntu | Backlit,"Rs. 153,500"
"Razer Blade 15, i7 8TH GEN/ 16GB RAM/ 512GB SSD/ RTX 2070 / 15.6"" 144Hz","Rs. 291,800"
Asus Vivobook Display,"Rs. 24,000"
"HP ProBook 440 G10 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Pike Silver Plastic - Intel Chip - Windows 11 Pro","Rs. 124,999"
Acer A515-45-R2KO Processor: AMD Ryzen5 Memory: 8GB DDR RAM Storage: 256 SSD Screen: 15.6” FHD OS: Win 11,"Rs. 105,000"
DELL INSPIRON 14 7740 CORE 7,"Rs. 128,000"
"Dell Precision 14"" 3480 Workstation | 13th Gen i5-1350P | 16GB | 512GB SSD | Win11 Pro | FHD","Rs. 192,000"
Acer Swift 3 Ryzen 7 5700U 8 Gb Ram/512 Gb Ssd,"Rs. 105,000"
Laptop Acer Nitro5 AN515-55-56SJ i5 10th Gen-8GB-512SSD-RTX3060 6GB-OS,"Rs. 155,000"
Dell Latitude 3450 | 13th Gen i7-1355U | 8Gb | 512 SSD | Win11 Pro License | 3yrs warranty,"Rs. 138,000"
HP ENVY 14 ES1023dx x360 Intel Core 7 150U Processor 16GBRAM 512GBSSD Intel Integrated Graphics 14” Full HD 1080p IPS MicroEdge Touchscreen Convertible Display PolyStudio Audio Backlit KB FPR W11,"Rs. 129,899"
Laptop Acer Swift3 SF314-510G-71CT i7 11th Gen-16GB-1TB SSD-4GB-OS,"Rs. 140,000"
"MSI Leopard GP66 11UH / i7 11th Gen / 16GB RAM / 1TB SSD / RTX 3080 8GB / 15.6""FHD 240Hz","Rs. 365,000"
"Asus VivoBook 15 K513EQ i5 11th Gen / 8GB RAM / 512GB SSD / NVIDIA MX350 2GB / 15.6"" FHD display","Rs. 116,215"
Lenovo Legion Pro 7i 13Th Gen i9-13900HX 16″ QHD+ IPS 240Hz RTX 4080 12GB 32GB DDR5 1TB SSD Win 11,"Rs. 400,000"
"Apple MacBook Air (13-inch, M3 Chip) 16GB RAM, 256GB SSD - Evostore","Rs. 175,000"
"Lenovo ThinkPad T14s Gen 3,12 Gen Intel Core i5-1250P | 512 GB SSD | 16GB DDR5 | 14"" WUXGA (1920 x 1200) |Backlit Keyboard | FP Reader | Win 10 Pro","Rs. 149,999"
"Acer Swift 3 14 2022 Ryzen 7 5825U / 16GB RAM / 1TB SSD / 14"" FHD display / Backlight Keyboard","Rs. 125,000"
"Dell Latitude 3420 i5 11th Gen / 8GB RAM / 256 SSD / 14"" HD Display / 3 Years Warranty with OS","Rs. 120,000"
"Dell Alienware M15 R3 i7 10th Gen / RTX 2070 SUPER / 16GB RAM / 512GB SSD / 15.6"" FHD 300Hz Display","Rs. 315,252"
"Lenovo Thinkpad Yoga L13 (2-in-1) Gen 5 - Core Ultra 5 135u, 13.3"" WUXGA Multi-Touch 360° display - 100% sRGB, 16GB, 1TB Gen4 NVMe SSD, Stylus, Fingerprint, Windows 11 Professional, Backlit KB, 3 Years Warranty - NAGMANI INTERNATIONAL","Rs. 207,900"
"Lenovo ThinkPad L14 Gen 3,12 Gen Intel Core™ i5-1235U | 512 GB SSD | 8 GB | 14"" FHD (1920 x 1080) |Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 145,989"
"MSI Modern 14 B11SB I5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 14"" FHD","Rs. 135,000"
Acer A514-54-542B ntel Core i5-1135G7 Memory: 8GB RAM Storage: 256GB SSD Screen: 14”FHD Screen OS: Win 10,"Rs. 110,000"
"Dell Inspirion 3501 i7 11th Gen 8GB RAM 512GB SSD Nvidia MX330 15.6"" FHD Display","Rs. 114,000"
"Asus ZenBook S13 OLED 2023 UX5304VA i7 13th Gen / 16GB RAM / 1TB SSD / 13.3"" OLED 2.8K display","Rs. 220,870"
"Lenovo ThinkPad Z16 Ryzen 7 Pro 6850H /16GB DDR5 6400Mhz/ 512GB SSD/16"" (1920X1200) IPS/Backlit/Win 11 Professional","Rs. 229,000"
Aspire 5 i7 13th Gen 1355U 2023 – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD Display – Iris Xe Graphics – Steel Grey,"Rs. 115,000"
Lenovo V14 Celeron 4Gb Ram 256Gb SSD 14 FHD,"Rs. 115,000"
"Dell Latitude 5530 , 15.6"" FHD Screen, 12th Gen i7-1265U, 8GB DDR4 RAM, 512GB PCIe SSD, Thunderbolt 4, Backlit Keyboard, Wi-Fi 6, NVIDIA GeForce MX450 Graphics","Rs. 185,000"
"HP ProBook 440 G10 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Pike Silver Plastic - Intel Chip - Windows 11 Pro","Rs. 124,999"
"Dell Inspiron 14 7420 2-1 Intel Core i5 12th Gen / 8GB RAM / 512GB SSD / 14"" 360 Touchscreen FHD display / Active Stylus / MS Office","Rs. 161,128"
HP Elite x360 830 13 inch G9 2-in-1 Notebook PC,"Rs. 165,000"
"Dell tiny | i5, 6th generation | 8 GB RAM , 256 SSD With Mouse, Keyboard, WIFI Dongle and Mouse Pad","Rs. 20,500"
Dynabook Tecra A40-K [I7 / 16GB RAM / 1TB SSD / Windows 11 Pro / 3 years international warranty],"Rs. 203,000"
Acer Aspire 5 i7 11th Gen 8GB RAM 512gb Ssd 14 Inch,"Rs. 120,000"
"Dell Inspiron 5406 2-In-1 I7 11th Gen / 8GB RAM / 512GB SSD / NVIDIA MX350 / 14"" FHD X360 Touch Display / Active Stylus","Rs. 153,000"
HP ZBook Firefly 14 G9 Core i7-1260P 16GB DDR5 512GB SSD Intel Iris Xe Graphics 14″ FHD UWVA Backlit Keyboard Win11 Pro (Mobile Workstation Business Series),"Rs. 199,990"
"Microsoft Surface Laptop 4 Core i7-1185G7 /8GB RAM/ 512GB SSD / 15"" (2496x1664) Touch /Backlit Keyboard/ Win 11 Pro","Rs. 199,990"
"ASUS ZENBOOK DUO UX482EG i7 11TH GEN/ 16GB RAM/ 1TB SSD/ MX450 / STYLUS/ 14"" FHD Touchscreen + 12.6"" FHD TOUCH","Rs. 236,500"
"Lenovo ThinkPad L14 Gen 3,12 Gen Intel Core™ i7-1255U | 1 TB SSD | 16 GB DDR4| 14"" FHD (1920 x 1080) Touch Screen | Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 164,499"
"Lenovo ThinkPad T14 Gen 4, Intel Core I5-1335U | 16 GB DDR5 | 512 GB SSD | 14"" WUXGA (1920x1200) IPS, Touch Screen | Backlit Keyboard | Win11","Rs. 173,599"
"Delta 15, AMD Advantage™ Edition A5EFK (RX6700M, GDDR6 10GB)","Rs. 225,000"
Laptop Acer Swift3 SF314-510G-71CT i7 11th Gen-16GB-1TB SSD-4GB-OS,"Rs. 140,000"
Lenovo LOQ 15IAX9 Gaming Laptop (Intel Core i5 12450HX Processor | 24GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 Graphics | 15.6-inch FHD (1920 x 1080) IPS Display,"Rs. 125,000"
"Lenovo ThinkPad L14 Gen 2 i5 1135G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","Rs. 139,668"
"Lenovo ThinkPad P14s Gen 3 MobileWorkStation,12 Gen Intel Core i7-1260P | 512 GB SSD | 16GB DDR4| 14"" (1920x1200) |Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 167,989"
"Lenovo LOQ Ryzen 5 7235HS | 12GB DDR5 RAM | 512GB SSD | RTX 3050 6GB Graphics | 15.6"" FHD 144Hz Display Laptop","Rs. 101,999"
Laptop Acer Predator Helios 300 74F3 i7 11th Gen-8GB-1TB SSD-RTX3060 6GB-OS,"Rs. 202,000"
Summit E13 Flip Evo A11MT (Iris Xe Graphics),"Rs. 226,000"
"Dell G5 2021 G5511 i5 11th Gen / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","Rs. 157,626"
"Creator Z16 A11UET (RTX3060 Max-Q, GDDR6 6GB) 16"" QHD+ (2560*1600)","Rs. 271,000"
Laptop Acer Predator Helios 300 72JU i7 11th Gen-16GB-1TB SSD-RTX3060 6GB-OS,"Rs. 208,000"
"GP76 Leopard 11UE (RTX3060, GDDR6 6GB) 17.3"" QHD (2560*1440)","Rs. 245,000"
Acer Predator Triton 300 SE i7 11th Gen RTX 3060 16gb Ram 512gb SSD 144hz 14inch Display,"Rs. 205,000"
"Summit E16 Flip A11UCT (RTX3050, GDDR6 4GB) 16"" QHD+ (2560*1600)","Rs. 260,000"
"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","Rs. 179,810"
"Delta 15, AMD Advantage™ Edition A5EFK (RX6700M, GDDR6 10GB)","Rs. 225,000"
"Creator Z16 A11UET (RTX3060 Max-Q, GDDR6 6GB) 16"" QHD+ (2560*1600)","Rs. 271,000"
Great Asia laptop TK-E171 I5 11TH Gen intel Core Tiger lake 8GB Ram 512GB Rom 5000 MAH 15.6INC Screen,"Rs. 105,000"
Acer Nitro v16,"Rs. 146,000"
"GP76 Leopard 11UG (RTX3070, GDDR6 8GB)","Rs. 284,000"
"GP76 Leopard 11UH (RTX3080, GDDR6 8GB)","Rs. 355,000"
"GP66 Leopard 11UH (RTX3080, GDDR6 8GB)","Rs. 343,000"
"GP66 Leopard 11UG (RTX3070, GDDR6 8GB)","Rs. 271,000"
"GP66 Leopard 11UG (RTX3070, GDDR6 8GB)","Rs. 271,000"
Acer Nitro V15 I5 13th |8GB|512GB|NVDIA RTX-3050 |6GB|165Hrz Display,"Rs. 103,000"
Acer Nitro V 15,"Rs. 99,900"
"GP76 Leopard 11UH (RTX3080, GDDR6 8GB)","Rs. 355,000"
"Asus Tuf A15 | AMD Ryzen 7 7435HS | 16GB DDR5 | 512GB SSD | RTX 3050 4GB Graphics | 15.6"" FHD 144Hz | RGB Keyboard","Rs. 117,999"
HP Victus Ryzen 5 7535HS 8GB Ram 512GB SSD RX 6550M 4GB Graphics 144hz 15.6 FHD Display,"Rs. 91,999"
"MSI Cyborg 15 A12UC Gaming Laptop (12th Gen Core i5 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 4GB | Win 11 Home)","Rs. 128,000"
HP Victus 15 2023 (Intel Core i5 12450H Processor | 8GB RAM | 512GB Storage | NVIDIA RTX 3050 Graphics | 15.6″ FHD 144Hz Display | 1 Year Warranty,"Rs. 96,500"
"MSI Thin 15 B12UC Gaming Laptop (12th Gen Core i5 | 8GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 4GB | Wi-Fi 6 | 1.86KG)","Rs. 114,900"
"Asus Tuf A15 | AMD Ryzen 7 7435HS | 16GB DDR5 | 512GB SSD | RTX 2050 4GB Graphics | 15.6"" FHD 144Hz | RGB Keyboard","Rs. 109,999"
Acer Nitro 5 intel i5 10 Gen Ram 8Gb Storage 256Ssd/1Tb 1650Ti,"Rs. 112,000"
Acer Nitro V 15 i5,"Rs. 108,000"
Acer Nitro 5,"Rs. 140,000"
MSI Bravo 15 A4DCR Ryzen 5,"Rs. 98,000"
ASUS TUF A15 FA506 (AMD Ryzen 7 7435HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 4GB Graphics Card | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display | 2 Years Warranty),"Rs. 135,000"
"Acer Aspire 5 Intel Core i5 13th Gen 8GB Ram 512GB SSD 15.6""FHD","Rs. 79,997"
Asus Tuf Fx506l intel i5 10Gen Storage 512ssd / 1Tb Display 1650 Ti 144Hz,"Rs. 121,000"
HP Victus 15 Gaming i7-12650H 12th Gen|16GB RAM|512GB SSD|15.6″ Full HD 144Hz|NVIDIA RTX 3050Ti 4GB| Windows 11 Home,"Rs. 150,000"
"Lenovo LOQ Gaming Laptop 2024 - (15.6"" FHD 144Hz Display | AMD Ryzen™ 7 8845HS | 16 GB RAM | 512GB SSD | RTX 4050 6GB | 4-Zone RGB Backlit KB | Win 11 | 1 Year Warranty) | NAGMANI INTERNATIONAL","Rs. 168,900"
Lenovo LOQ,"Rs. 130,000"
HP Omen Gaming Core i7 8GB RAM 256GB SSD+1TB HDD,"Rs. 152,000"
